--ramp rate info
Generator, Unit, ramp rate bound
236, '1', 0.1151910916
236, '2', 0.2443319872
1090, '1', 0.0393490694
1885, '4', 0.1571847384
8355, '2', 0.0833448185
1926, '1', 0.0739735791
2080, '3', 0.1398105134
8572, '2', 0.0362134761
2314, '25', 5.6752208358
342, '2', 0.0640881978
319, '3', 0.0272819332
319, '4', 0.0485836762
354, '1', 0.0245678948
1262, '1', 0.0747121465
371, '2', 0.0365487336
686, '4', 0.0228695443
347, '2', 0.0527833951
1253, '1', 0.0457913209
2367, '1', 0.0430238157
2367, '2', 0.0313122123
2367, '3', 0.0360073170
2367, '4', 0.0450451837
19, '1', 0.1125552405
1059, '1', 0.0637097941
2116, '1', 0.3795850354
1567, '2', 0.2076595557
1811, '1', 0.0758250546
1811, '2', 0.1191182788
2116, '2', 0.0306805376
2116, '3', 0.0296989212
2116, '4', 0.0717997320
8739, '1', 0.1957124614
1241, '1', 0.1290140640
2373, '2', 0.0628259192
2373, '3', 0.1501329873
1866, '1', 0.1066240806
1603, '2', 0.0729703607
1537, '1', 0.0554397952
8659, '1', 0.1439905465
8659, '2', 0.0834474975
1244, '2', 0.0965488545
1244, '3', 0.1197904552
1254, '1', 0.0952627179
1254, '2', 0.1006186690
545, '1', 0.0479775718
492, '1', 0.0579189047
1188, '1', 0.0502696815
2246, '2', 0.0406994637
1553, '3', 0.0877836370
241, '2', 0.1639967765
2402, '6', 0.1218740006
8774, '2', 0.9546317896
446, '6', 0.0666799448
1796, '1', 0.0264221068
2169, '1', 0.0535514436
562, '7', 0.0885422888
8009, '1', 0.1254577326
1081, '1', 0.0339961111
1421, '2', 0.1150816288
1423, '1', 0.0267672490
1423, '2', 0.0359615707
649, '1', 0.1281507847
1577, '1', 0.0714007859
1553, '4', 0.0615478373
2039, '9', 0.1357505572
1244, '4', 0.0500331521
1330, '5', 0.0836728719
347, '3', 0.0272765566
1244, '5', 0.0604849117
676, '1', 0.0829277283
700, '1', 0.0550730161
393, '2', 0.1334464200
677, '1', 0.0321544552
1944, '7', 0.0926611018
700, '2', 0.0516130210
713, '4', 0.1592496198
7870, '3', 0.0398760427
17, '2', 0.0429664211
1133, '2', 0.0936785639
1418, '3', 0.2901699929
2380, '1', 0.0352317098
2367, '5', 0.0614911812
2367, '6', 0.0339271311
1254, '3', 0.0188801409
1254, '4', 0.0120187543
1244, '6', 0.0552267591
1244, '7', 0.0641281674
2370, '1', 0.0921015582
2370, '2', 0.0649346797
2370, '3', 0.0527556427
1244, '8', 0.1000305729
1244, '9', 0.1028151084
1810, '5', 0.0342256365
2154, '1', 0.0461348660
8589, '3', 0.0835098399
7897, '1', 0.0450505777
1945, '2', 0.0549265307
633, '2', 0.0465104807
633, '3', 0.0637237537
633, '4', 0.0157505027
8704, '3', 0.0957589256
8179, '1', 10.0650680365
8191, '1', 6.0512730046
2733, '1', 9.7200478249
2734, '1', 4.2378262761
2740, '1', 5.0512153527
2756, '1', 5.9498590032
2758, '1', 6.2016392964
2760, '1', 4.0637055947
2776, '1', 4.5545466323
4707, '1', 6.6004948065
8031, '1', 6.4268086499
4715, '1', 4.0938314048
4787, '1', 9.2378002744
6676, '1', 4.4312773378
6690, '1', 11.2903777893
6761, '1', 6.5642451599
6774, '1', 11.1479817317
6775, '1', 9.2530226481
6780, '1', 8.1329179740
6996, '1', 11.0665865326
7562, '1', 8.5236532749
7583, '1', 8.9188607319
7604, '1', 7.9420530894
1293, '1', 4.3898318689
1898, '1', 6.9717797916
2261, '1', 11.0583243026
1, '1', 0.0000000000
4, '1', 0.0000000000
5, '1', 0.0000000000
7, '1', 0.0000000000
8, '1', 0.0000000000
10, '1', 0.0000000000
13, '1', 0.0000000000
14, '1', 0.0000000000
15, '1', 0.0000000000
17, '3', 0.0000000000
18, '1', 0.0000000000
19, '2', 0.0000000000
20, '1', 0.0000000000
29, '1', 0.0000000000
37, '1', 0.0000000000
63, '1', 0.0000000000
65, '1', 0.0000000000
74, '1', 0.0000000000
77, '1', 0.0000000000
82, '1', 0.0000000000
92, '1', 0.0000000000
93, '1', 0.0000000000
95, '1', 0.0000000000
111, '2', 0.0000000000
129, '1', 0.0000000000
131, '3', 0.0000000000
137, '3', 0.0000000000
140, '1', 0.0000000000
147, '1', 0.0000000000
170, '11', 0.0000000000
181, '7', 0.0000000000
192, '2', 0.0000000000
196, '1', 0.0000000000
198, '3', 0.0000000000
220, '6', 0.0000000000
225, '1', 0.0000000000
228, '1', 0.0000000000
229, '5', 0.0000000000
236, '3', 0.0000000000
240, '3', 0.0000000000
249, '1', 0.0000000000
253, '6', 0.0000000000
254, '1', 0.0000000000
259, '2', 0.0000000000
269, '3', 0.0000000000
272, '1', 0.0000000000
276, '3', 0.0000000000
277, '1', 0.0000000000
280, '1', 0.0000000000
282, '5', 0.0000000000
288, '4', 0.0000000000
289, '2', 0.0000000000
295, '11', 0.0000000000
303, '2', 0.0000000000
305, '1', 0.0000000000
306, '1', 0.0000000000
308, '3', 0.0000000000
317, '5', 0.0000000000
322, '5', 0.0000000000
326, '2', 0.0000000000
327, '1', 0.0000000000
332, '1', 0.0000000000
341, '2', 0.0000000000
342, '3', 0.0000000000
344, '4', 0.0000000000
345, '1', 0.0000000000
346, '9', 0.0000000000
347, '4', 0.0000000000
348, '2', 0.0000000000
349, '1', 0.0000000000
352, '1', 0.0000000000
353, '1', 0.0000000000
354, '2', 0.0000000000
355, '1', 0.0000000000
356, '1', 0.0000000000
358, '1', 0.0000000000
359, '1', 0.0000000000
362, '1', 0.0000000000
363, '7', 0.0000000000
365, '1', 0.0000000000
366, '1', 0.0000000000
371, '3', 0.0000000000
373, '1', 0.0000000000
374, '1', 0.0000000000
376, '1', 0.0000000000
377, '6', 0.0000000000
378, '1', 0.0000000000
380, '1', 0.0000000000
381, '1', 0.0000000000
382, '1', 0.0000000000
383, '1', 0.0000000000
385, '9', 0.0000000000
389, '1', 0.0000000000
391, '1', 0.0000000000
397, '1', 0.0000000000
399, '1', 0.0000000000
400, '1', 0.0000000000
401, '2', 0.0000000000
402, '1', 0.0000000000
403, '1', 0.0000000000
404, '1', 0.0000000000
407, '25', 0.0000000000
408, '1', 0.0000000000
410, '1', 0.0000000000
411, '1', 0.0000000000
416, '1', 0.0000000000
417, '1', 0.0000000000
418, '1', 0.0000000000
420, '6', 0.0000000000
424, '1', 0.0000000000
425, '1', 0.0000000000
426, '18', 0.0000000000
429, '1', 0.0000000000
431, '1', 0.0000000000
436, '1', 0.0000000000
437, '1', 0.0000000000
439, '1', 0.0000000000
441, '1', 0.0000000000
446, '7', 0.0000000000
450, '1', 0.0000000000
453, '1', 0.0000000000
459, '1', 0.0000000000
462, '1', 0.0000000000
465, '2', 0.0000000000
467, '4', 0.0000000000
470, '1', 0.0000000000
471, '6', 0.0000000000
472, '1', 0.0000000000
474, '1', 0.0000000000
475, '2', 0.0000000000
476, '1', 0.0000000000
477, '1', 0.0000000000
481, '4', 0.0000000000
484, '1', 0.0000000000
489, '1', 0.0000000000
495, '1', 0.0000000000
496, '1', 0.0000000000
499, '1', 0.0000000000
500, '1', 0.0000000000
501, '1', 0.0000000000
502, '1', 0.0000000000
503, '3', 0.0000000000
505, '1', 0.0000000000
512, '1', 0.0000000000
513, '1', 0.0000000000
514, '1', 0.0000000000
515, '1', 0.0000000000
516, '1', 0.0000000000
517, '1', 0.0000000000
518, '1', 0.0000000000
519, '4', 0.0000000000
523, '4', 0.0000000000
527, '1', 0.0000000000
531, '1', 0.0000000000
532, '1', 0.0000000000
534, '1', 0.0000000000
535, '7', 0.0000000000
538, '1', 0.0000000000
541, '1', 0.0000000000
542, '1', 0.0000000000
543, '11', 0.0000000000
546, '1', 0.0000000000
547, '1', 0.0000000000
550, '1', 0.0000000000
551, '1', 0.0000000000
554, '2', 0.0000000000
555, '1', 0.0000000000
556, '1', 0.0000000000
562, '8', 0.0000000000
563, '1', 0.0000000000
580, '1', 0.0000000000
581, '1', 0.0000000000
584, '1', 0.0000000000
595, '1', 0.0000000000
604, '1', 0.0000000000
637, '1', 0.0000000000
640, '1', 0.0000000000
645, '1', 0.0000000000
653, '2', 0.0000000000
657, '1', 0.0000000000
659, '2', 0.0000000000
660, '1', 0.0000000000
666, '1', 0.0000000000
667, '1', 0.0000000000
668, '2', 0.0000000000
669, '1', 0.0000000000
670, '1', 0.0000000000
673, '1', 0.0000000000
674, '1', 0.0000000000
677, '2', 0.0000000000
679, '1', 0.0000000000
680, '1', 0.0000000000
683, '1', 0.0000000000
684, '1', 0.0000000000
685, '1', 0.0000000000
688, '1', 0.0000000000
689, '1', 0.0000000000
690, '1', 0.0000000000
692, '8', 0.0000000000
693, '1', 0.0000000000
695, '1', 0.0000000000
697, '1', 0.0000000000
698, '9', 0.0000000000
699, '2', 0.0000000000
700, '3', 0.0000000000
702, '1', 0.0000000000
703, '1', 0.0000000000
705, '1', 0.0000000000
706, '2', 0.0000000000
708, '1', 0.0000000000
710, '1', 0.0000000000
711, '1', 0.0000000000
712, '1', 0.0000000000
714, '7', 0.0000000000
716, '1', 0.0000000000
719, '1', 0.0000000000
720, '1', 0.0000000000
722, '1', 0.0000000000
724, '1', 0.0000000000
725, '1', 0.0000000000
726, '1', 0.0000000000
727, '1', 0.0000000000
728, '1', 0.0000000000
729, '1', 0.0000000000
731, '1', 0.0000000000
733, '1', 0.0000000000
734, '1', 0.0000000000
741, '1', 0.0000000000
744, '4', 0.0000000000
747, '1', 0.0000000000
749, '2', 0.0000000000
751, '2', 0.0000000000
757, '1', 0.0000000000
758, '1', 0.0000000000
775, '2', 0.0000000000
780, '1', 0.0000000000
782, '2', 0.0000000000
784, '1', 0.0000000000
785, '1', 0.0000000000
786, '1', 0.0000000000
791, '1', 0.0000000000
793, '1', 0.0000000000
797, '1', 0.0000000000
799, '2', 0.0000000000
802, '1', 0.0000000000
803, '2', 0.0000000000
804, '1', 0.0000000000
808, '1', 0.0000000000
811, '1', 0.0000000000
814, '2', 0.0000000000
824, '1', 0.0000000000
835, '1', 0.0000000000
841, '1', 0.0000000000
845, '1', 0.0000000000
858, '1', 0.0000000000
889, '1', 0.0000000000
951, '1', 0.0000000000
964, '1', 0.0000000000
974, '7', 0.0000000000
982, '1', 0.0000000000
988, '1', 0.0000000000
990, '19', 0.0000000000
995, '2', 0.0000000000
997, '1', 0.0000000000
998, '2', 0.0000000000
1001, '1', 0.0000000000
1002, '1', 0.0000000000
1003, '1', 0.0000000000
1004, '1', 0.0000000000
1006, '7', 0.0000000000
1007, '1', 0.0000000000
1010, '1', 0.0000000000
1012, '1', 0.0000000000
1014, '1', 0.0000000000
1016, '4', 0.0000000000
1019, '3', 0.0000000000
1021, '1', 0.0000000000
1022, '1', 0.0000000000
1024, '1', 0.0000000000
1027, '1', 0.0000000000
1028, '1', 0.0000000000
1031, '11', 0.0000000000
1032, '1', 0.0000000000
1040, '4', 0.0000000000
1045, '3', 0.0000000000
1048, '1', 0.0000000000
1049, '1', 0.0000000000
1050, '2', 0.0000000000
1055, '1', 0.0000000000
1056, '10', 0.0000000000
1058, '2', 0.0000000000
1059, '2', 0.0000000000
1060, '1', 0.0000000000
1064, '1', 0.0000000000
1065, '1', 0.0000000000
1066, '1', 0.0000000000
1067, '1', 0.0000000000
1069, '1', 0.0000000000
1070, '1', 0.0000000000
1071, '1', 0.0000000000
1072, '1', 0.0000000000
1075, '1', 0.0000000000
1077, '1', 0.0000000000
1078, '1', 0.0000000000
1081, '2', 0.0000000000
1083, '1', 0.0000000000
1085, '3', 0.0000000000
1086, '5', 0.0000000000
1088, '1', 0.0000000000
1090, '2', 0.0000000000
1091, '1', 0.0000000000
1092, '2', 0.0000000000
1093, '1', 0.0000000000
1094, '1', 0.0000000000
1095, '1', 0.0000000000
1097, '1', 0.0000000000
1098, '5', 0.0000000000
1099, '1', 0.0000000000
1101, '1', 0.0000000000
1102, '1', 0.0000000000
1104, '1', 0.0000000000
1107, '1', 0.0000000000
1108, '1', 0.0000000000
1109, '1', 0.0000000000
1112, '1', 0.0000000000
1114, '2', 0.0000000000
1115, '1', 0.0000000000
1116, '3', 0.0000000000
1117, '1', 0.0000000000
1118, '8', 0.0000000000
1120, '1', 0.0000000000
1124, '1', 0.0000000000
1125, '1', 0.0000000000
1127, '3', 0.0000000000
1128, '4', 0.0000000000
1129, '2', 0.0000000000
1130, '1', 0.0000000000
1137, '1', 0.0000000000
1141, '1', 0.0000000000
1143, '1', 0.0000000000
1144, '1', 0.0000000000
1145, '1', 0.0000000000
1146, '2', 0.0000000000
1147, '1', 0.0000000000
1159, '1', 0.0000000000
1160, '1', 0.0000000000
1166, '1', 0.0000000000
1172, '1', 0.0000000000
1173, '1', 0.0000000000
1176, '11', 0.0000000000
1178, '3', 0.0000000000
1181, '1', 0.0000000000
1182, '1', 0.0000000000
1185, '1', 0.0000000000
1188, '2', 0.0000000000
1189, '1', 0.0000000000
1192, '1', 0.0000000000
1193, '1', 0.0000000000
1197, '1', 0.0000000000
1199, '7', 0.0000000000
1200, '1', 0.0000000000
1203, '1', 0.0000000000
1204, '1', 0.0000000000
1211, '1', 0.0000000000
1213, '1', 0.0000000000
1220, '1', 0.0000000000
1221, '1', 0.0000000000
1223, '5', 0.0000000000
1226, '1', 0.0000000000
1227, '1', 0.0000000000
1229, '1', 0.0000000000
1230, '1', 0.0000000000
1232, '1', 0.0000000000
1235, '1', 0.0000000000
1236, '4', 0.0000000000
1237, '1', 0.0000000000
1239, '4', 0.0000000000
1240, '1', 0.0000000000
1241, '2', 0.0000000000
1243, '1', 0.0000000000
1245, '1', 0.0000000000
1246, '1', 0.0000000000
1247, '3', 0.0000000000
1248, '1', 0.0000000000
1249, '1', 0.0000000000
1250, '2', 0.0000000000
1252, '1', 0.0000000000
1253, '2', 0.0000000000
1254, '5', 0.0000000000
1255, '1', 0.0000000000
1256, '1', 0.0000000000
1257, '3', 0.0000000000
1258, '1', 0.0000000000
1259, '1', 0.0000000000
1260, '1', 0.0000000000
1261, '2', 0.0000000000
1262, '2', 0.0000000000
1263, '1', 0.0000000000
1265, '1', 0.0000000000
1268, '1', 0.0000000000
1270, '1', 0.0000000000
1326, '2', 0.0000000000
1329, '2', 0.0000000000
1333, '9', 0.0000000000
1336, '1', 0.0000000000
1337, '1', 0.0000000000
1340, '1', 0.0000000000
1342, '1', 0.0000000000
1343, '1', 0.0000000000
1356, '1', 0.0000000000
1362, '1', 0.0000000000
1368, '1', 0.0000000000
1369, '1', 0.0000000000
1384, '3', 0.0000000000
1385, '1', 0.0000000000
1393, '1', 0.0000000000
1399, '17', 0.0000000000
1412, '5', 0.0000000000
1422, '1', 0.0000000000
1431, '1', 0.0000000000
1440, '1', 0.0000000000
1446, '6', 0.0000000000
1453, '1', 0.0000000000
1454, '1', 0.0000000000
1456, '1', 0.0000000000
1458, '5', 0.0000000000
1463, '1', 0.0000000000
1464, '1', 0.0000000000
1465, '1', 0.0000000000
1467, '1', 0.0000000000
1468, '1', 0.0000000000
1469, '1', 0.0000000000
1472, '1', 0.0000000000
1473, '1', 0.0000000000
1474, '1', 0.0000000000
1482, '1', 0.0000000000
1483, '3', 0.0000000000
1485, '1', 0.0000000000
1494, '1', 0.0000000000
1497, '1', 0.0000000000
1498, '8', 0.0000000000
1499, '7', 0.0000000000
1503, '1', 0.0000000000
1506, '2', 0.0000000000
1508, '8', 0.0000000000
1510, '1', 0.0000000000
1512, '2', 0.0000000000
1514, '1', 0.0000000000
1516, '1', 0.0000000000
1517, '1', 0.0000000000
1518, '1', 0.0000000000
1526, '1', 0.0000000000
1534, '1', 0.0000000000
1537, '2', 0.0000000000
1539, '1', 0.0000000000
1542, '3', 0.0000000000
1552, '1', 0.0000000000
1553, '5', 0.0000000000
1565, '1', 0.0000000000
1586, '5', 0.0000000000
1589, '4', 0.0000000000
1592, '4', 0.0000000000
1593, '4', 0.0000000000
1595, '8', 0.0000000000
1596, '2', 0.0000000000
1599, '4', 0.0000000000
1600, '4', 0.0000000000
1603, '3', 0.0000000000
1606, '3', 0.0000000000
1608, '2', 0.0000000000
1611, '1', 0.0000000000
1612, '1', 0.0000000000
1613, '1', 0.0000000000
1618, '1', 0.0000000000
1620, '7', 0.0000000000
1629, '6', 0.0000000000
1632, '7', 0.0000000000
1634, '3', 0.0000000000
1636, '3', 0.0000000000
1640, '2', 0.0000000000
1644, '6', 0.0000000000
1645, '2', 0.0000000000
1650, '1', 0.0000000000
1652, '3', 0.0000000000
1656, '4', 0.0000000000
1657, '4', 0.0000000000
1658, '1', 0.0000000000
1659, '4', 0.0000000000
1660, '3', 0.0000000000
1671, '4', 0.0000000000
1675, '8', 0.0000000000
1680, '8', 0.0000000000
1683, '2', 0.0000000000
1686, '4', 0.0000000000
1690, '3', 0.0000000000
1693, '9', 0.0000000000
1694, '3', 0.0000000000
1696, '1', 0.0000000000
1699, '7', 0.0000000000
1702, '5', 0.0000000000
1708, '2', 0.0000000000
1709, '3', 0.0000000000
1712, '6', 0.0000000000
1717, '4', 0.0000000000
1721, '5', 0.0000000000
1727, '4', 0.0000000000
1728, '3', 0.0000000000
1730, '5', 0.0000000000
1733, '3', 0.0000000000
1745, '5', 0.0000000000
1747, '1', 0.0000000000
1752, '7', 0.0000000000
1761, '1', 0.0000000000
1762, '3', 0.0000000000
1775, '5', 0.0000000000
1783, '7', 0.0000000000
1787, '4', 0.0000000000
1788, '1', 0.0000000000
1789, '1', 0.0000000000
1797, '4', 0.0000000000
1799, '2', 0.0000000000
1801, '10', 0.0000000000
1802, '1', 0.0000000000
1806, '4', 0.0000000000
1807, '2', 0.0000000000
1810, '6', 0.0000000000
1813, '1', 0.0000000000
1814, '1', 0.0000000000
1815, '1', 0.0000000000
1819, '1', 0.0000000000
1820, '4', 0.0000000000
1821, '6', 0.0000000000
1824, '2', 0.0000000000
1830, '1', 0.0000000000
1831, '1', 0.0000000000
1832, '1', 0.0000000000
1834, '5', 0.0000000000
1839, '1', 0.0000000000
1840, '1', 0.0000000000
1844, '3', 0.0000000000
1846, '19', 0.0000000000
1847, '3', 0.0000000000
1855, '13', 0.0000000000
1858, '10', 0.0000000000
1861, '6', 0.0000000000
1862, '1', 0.0000000000
1866, '2', 0.0000000000
1867, '2', 0.0000000000
1876, '1', 0.0000000000
1878, '3', 0.0000000000
1879, '7', 0.0000000000
1881, '2', 0.0000000000
1887, '5', 0.0000000000
1890, '2', 0.0000000000
1893, '4', 0.0000000000
1895, '5', 0.0000000000
1898, '2', 0.0000000000
1901, '1', 0.0000000000
1906, '1', 0.0000000000
1907, '2', 0.0000000000
1911, '1', 0.0000000000
1920, '8', 0.0000000000
1925, '1', 0.0000000000
1932, '5', 0.0000000000
1933, '5', 0.0000000000
1936, '2', 0.0000000000
1937, '6', 0.0000000000
1940, '1', 0.0000000000
1944, '8', 0.0000000000
1945, '3', 0.0000000000
1950, '1', 0.0000000000
1951, '3', 0.0000000000
1954, '2', 0.0000000000
1963, '1', 0.0000000000
1969, '3', 0.0000000000
1975, '3', 0.0000000000
1978, '1', 0.0000000000
1980, '1', 0.0000000000
1992, '1', 0.0000000000
2001, '1', 0.0000000000
2003, '1', 0.0000000000
2004, '3', 0.0000000000
2005, '1', 0.0000000000
2007, '1', 0.0000000000
2008, '1', 0.0000000000
2013, '1', 0.0000000000
2023, '1', 0.0000000000
2025, '1', 0.0000000000
2030, '9', 0.0000000000
2031, '1', 0.0000000000
2032, '2', 0.0000000000
2033, '1', 0.0000000000
2034, '1', 0.0000000000
2035, '1', 0.0000000000
2036, '4', 0.0000000000
2039, '10', 0.0000000000
2040, '1', 0.0000000000
2044, '2', 0.0000000000
2045, '1', 0.0000000000
2046, '1', 0.0000000000
2047, '1', 0.0000000000
2050, '1', 0.0000000000
2053, '1', 0.0000000000
2055, '1', 0.0000000000
2057, '1', 0.0000000000
2058, '1', 0.0000000000
2061, '1', 0.0000000000
2062, '1', 0.0000000000
2063, '2', 0.0000000000
2064, '1', 0.0000000000
2066, '1', 0.0000000000
2068, '2', 0.0000000000
2069, '1', 0.0000000000
2072, '1', 0.0000000000
2074, '1', 0.0000000000
2075, '1', 0.0000000000
2076, '1', 0.0000000000
2077, '1', 0.0000000000
2078, '1', 0.0000000000
2079, '1', 0.0000000000
2080, '4', 0.0000000000
2084, '2', 0.0000000000
2085, '1', 0.0000000000
2086, '1', 0.0000000000
2087, '1', 0.0000000000
2091, '5', 0.0000000000
2093, '1', 0.0000000000
2094, '1', 0.0000000000
2095, '1', 0.0000000000
2097, '1', 0.0000000000
2098, '1', 0.0000000000
2100, '1', 0.0000000000
2102, '1', 0.0000000000
2103, '1', 0.0000000000
2105, '1', 0.0000000000
2107, '4', 0.0000000000
2109, '1', 0.0000000000
2113, '1', 0.0000000000
2118, '5', 0.0000000000
2123, '1', 0.0000000000
2126, '2', 0.0000000000
2131, '1', 0.0000000000
2133, '1', 0.0000000000
2135, '1', 0.0000000000
2138, '1', 0.0000000000
2142, '1', 0.0000000000
2145, '1', 0.0000000000
2146, '1', 0.0000000000
2151, '1', 0.0000000000
2152, '1', 0.0000000000
2153, '1', 0.0000000000
2154, '2', 0.0000000000
2155, '1', 0.0000000000
2156, '1', 0.0000000000
2157, '1', 0.0000000000
2158, '2', 0.0000000000
2159, '1', 0.0000000000
2160, '1', 0.0000000000
2165, '1', 0.0000000000
2166, '1', 0.0000000000
2176, '1', 0.0000000000
2179, '1', 0.0000000000
2181, '1', 0.0000000000
2185, '1', 0.0000000000
2186, '1', 0.0000000000
2188, '1', 0.0000000000
2196, '5', 0.0000000000
2197, '1', 0.0000000000
2198, '1', 0.0000000000
2207, '1', 0.0000000000
2208, '2', 0.0000000000
2210, '1', 0.0000000000
2215, '2', 0.0000000000
2218, '1', 0.0000000000
2219, '1', 0.0000000000
2220, '6', 0.0000000000
2222, '1', 0.0000000000
2227, '1', 0.0000000000
2230, '1', 0.0000000000
2234, '2', 0.0000000000
2235, '21', 0.0000000000
2238, '1', 0.0000000000
2240, '1', 0.0000000000
2245, '5', 0.0000000000
2248, '3', 0.0000000000
2252, '2', 0.0000000000
2254, '2', 0.0000000000
2263, '1', 0.0000000000
2264, '6', 0.0000000000
2274, '1', 0.0000000000
2285, '1', 0.0000000000
2286, '3', 0.0000000000
2287, '2', 0.0000000000
2290, '1', 0.0000000000
2292, '1', 0.0000000000
2297, '1', 0.0000000000
2300, '7', 0.0000000000
2304, '6', 0.0000000000
2307, '1', 0.0000000000
2314, '26', 0.0000000000
2318, '1', 0.0000000000
2321, '1', 0.0000000000
2322, '1', 0.0000000000
2324, '5', 0.0000000000
2327, '1', 0.0000000000
2328, '1', 0.0000000000
2333, '1', 0.0000000000
2337, '1', 0.0000000000
2349, '1', 0.0000000000
2350, '1', 0.0000000000
2357, '1', 0.0000000000
2362, '1', 0.0000000000
2364, '1', 0.0000000000
2365, '5', 0.0000000000
2367, '7', 0.0000000000
2369, '1', 0.0000000000
2378, '1', 0.0000000000
2379, '1', 0.0000000000
2384, '3', 0.0000000000
2396, '8', 0.0000000000
2399, '2', 0.0000000000
2401, '12', 0.0000000000
2402, '7', 0.0000000000
2403, '1', 0.0000000000
2405, '2', 0.0000000000
2409, '3', 0.0000000000
2459, '1', 0.0000000000
2478, '1', 0.0000000000
2493, '1', 0.0000000000
2494, '1', 0.0000000000
2500, '1', 0.0000000000
2505, '1', 0.0000000000
2510, '1', 0.0000000000
2534, '1', 0.0000000000
2542, '1', 0.0000000000
2544, '1', 0.0000000000
2550, '1', 0.0000000000
2560, '1', 0.0000000000
2588, '1', 0.0000000000
2590, '1', 0.0000000000
2597, '1', 0.0000000000
2602, '1', 0.0000000000
2604, '1', 0.0000000000
2606, '1', 0.0000000000
2611, '1', 0.0000000000
2612, '1', 0.0000000000
2617, '1', 0.0000000000
2623, '1', 0.0000000000
2626, '1', 0.0000000000
2627, '1', 0.0000000000
2629, '1', 0.0000000000
2633, '1', 0.0000000000
2638, '1', 0.0000000000
2647, '1', 0.0000000000
2652, '1', 0.0000000000
2653, '1', 0.0000000000
2656, '1', 0.0000000000
2657, '1', 0.0000000000
2659, '1', 0.0000000000
2660, '1', 0.0000000000
2662, '1', 0.0000000000
2666, '1', 0.0000000000
2667, '1', 0.0000000000
2689, '1', 0.0000000000
2696, '1', 0.0000000000
2733, '2', 0.0000000000
2791, '1', 0.0000000000
2798, '1', 0.0000000000
2799, '1', 0.0000000000
2803, '1', 0.0000000000
2805, '1', 0.0000000000
2806, '1', 0.0000000000
2818, '1', 0.0000000000
2823, '1', 0.0000000000
2824, '1', 0.0000000000
2831, '1', 0.0000000000
2834, '1', 0.0000000000
2835, '1', 0.0000000000
2836, '1', 0.0000000000
2839, '1', 0.0000000000
2840, '1', 0.0000000000
2841, '1', 0.0000000000
2846, '1', 0.0000000000
2847, '1', 0.0000000000
2849, '1', 0.0000000000
2856, '1', 0.0000000000
2857, '1', 0.0000000000
2862, '1', 0.0000000000
2864, '1', 0.0000000000
2875, '1', 0.0000000000
2883, '1', 0.0000000000
2890, '1', 0.0000000000
2907, '1', 0.0000000000
2909, '1', 0.0000000000
2916, '1', 0.0000000000
3017, '1', 0.0000000000
3022, '1', 0.0000000000
3035, '1', 0.0000000000
3045, '1', 0.0000000000
3053, '1', 0.0000000000
3054, '1', 0.0000000000
3057, '1', 0.0000000000
3059, '1', 0.0000000000
3062, '1', 0.0000000000
3066, '1', 0.0000000000
3069, '1', 0.0000000000
3070, '1', 0.0000000000
3076, '1', 0.0000000000
3077, '1', 0.0000000000
3114, '1', 0.0000000000
3122, '1', 0.0000000000
3123, '1', 0.0000000000
3124, '1', 0.0000000000
3129, '1', 0.0000000000
3130, '1', 0.0000000000
3132, '1', 0.0000000000
3133, '1', 0.0000000000
3135, '1', 0.0000000000
3137, '1', 0.0000000000
3151, '1', 0.0000000000
3153, '1', 0.0000000000
3154, '1', 0.0000000000
3157, '1', 0.0000000000
3181, '1', 0.0000000000
3188, '1', 0.0000000000
3189, '1', 0.0000000000
3193, '1', 0.0000000000
3195, '1', 0.0000000000
3216, '1', 0.0000000000
3242, '1', 0.0000000000
3263, '1', 0.0000000000
3265, '1', 0.0000000000
3266, '1', 0.0000000000
3267, '1', 0.0000000000
3270, '1', 0.0000000000
3271, '1', 0.0000000000
3274, '1', 0.0000000000
3283, '1', 0.0000000000
3284, '1', 0.0000000000
3301, '1', 0.0000000000
3302, '1', 0.0000000000
3303, '1', 0.0000000000
3304, '1', 0.0000000000
3305, '1', 0.0000000000
3306, '1', 0.0000000000
3308, '1', 0.0000000000
3309, '1', 0.0000000000
3336, '1', 0.0000000000
3338, '1', 0.0000000000
3339, '1', 0.0000000000
3340, '1', 0.0000000000
3341, '1', 0.0000000000
3342, '1', 0.0000000000
3343, '1', 0.0000000000
3345, '1', 0.0000000000
3346, '1', 0.0000000000
3348, '1', 0.0000000000
3351, '1', 0.0000000000
3352, '1', 0.0000000000
3357, '1', 0.0000000000
3359, '1', 0.0000000000
3368, '1', 0.0000000000
3370, '1', 0.0000000000
3378, '1', 0.0000000000
3379, '1', 0.0000000000
3399, '1', 0.0000000000
3400, '1', 0.0000000000
3402, '1', 0.0000000000
3404, '1', 0.0000000000
3405, '1', 0.0000000000
3409, '1', 0.0000000000
3411, '1', 0.0000000000
3415, '1', 0.0000000000
3416, '1', 0.0000000000
3431, '1', 0.0000000000
3434, '1', 0.0000000000
3435, '1', 0.0000000000
3436, '1', 0.0000000000
3438, '1', 0.0000000000
3439, '1', 0.0000000000
3466, '1', 0.0000000000
3477, '1', 0.0000000000
3525, '1', 0.0000000000
3532, '1', 0.0000000000
3535, '1', 0.0000000000
3537, '1', 0.0000000000
3540, '1', 0.0000000000
3544, '1', 0.0000000000
3550, '1', 0.0000000000
3554, '1', 0.0000000000
3555, '1', 0.0000000000
3556, '1', 0.0000000000
